MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	无名秘境
596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	华山派2013
597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	无名秘境
884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	华山派2013
885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Lien Dau
398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
510	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
1009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	沙漠迷宫
